word_1,word_2,articles
she,simply,after
she,says,after
she,described,after
he,denies,after
she,also,after
she,shot,after
she,says,after
she,began,after
she,described,after
she,said,after
she,complained,after
she,was,after
she,complained,after
she,was,after
she,was,after
she,was,after
she,says,after
she,hoped,after
he,still,after
she,realises,after
she,is,after
she,found,after
she,had,after
she,says,after
she,recalls,after
she,hasnt,after
she,thinks,after
she,wasnt,after
she,is,after
he,denied,after
she,says,after
she,says,after
he,can,after
she,knew,after
he,might,after
she,advise,after
she,worried,after
she,writes,after
he,d,after
he,fancied,after
she,didnt,after
she,says,after
he,left,after
she,was,after
she,was,after
she,chose,after
she,worries,after
she,says,after
she,has,after
she,wanted,after
she,said,after
she,was,after
she,said,after
she,said,after
she,said,after
he,says,after
he,says,after
he,also,after
he,sent,after
she,and,after
she,suggested,after
she,had,after
she,had,after
she,says,after
she,said,after
she,said,after
she,added,after
she,said,after
she,said,after
she,added,after
he,artist,after
he,didnt,after
he,was,after
he,has,after
he,intended,after
he,noticed,after
he,tested,after
he,s,after
he,was,after
she,received,after
she,encouraged,after
she,said,after
she,was,after
she,was,after
she,was,after
she,d,after
she,had,after
he,asked,after
he,could,after
he,was,after
he,has,after
he,was,after
he,s,after
he,wasnt,after
she,hesitated,after
she,did,after
she,said,after
he,have,after
he,d,after
he,d,after
he,has,after
he,started,after
he,said,after
he,left,after
he,used,after
he,had,after
he,had,after
she,couldnt,after
she,had,after
she,had,after
she,needed,after
she,said,after
she,said,after
she,said,after
she,didnt,after
he,said,after
he,was,after
he,wasnt,after
he,said,after
he,allegedly,after
she,spent,after
she,has,after
she,claims,after
he,said,after
he,has,after
he,said,after
he,wrote,after
he,argued,after
he,offered,after
he,is,after
he,said,after
he,is,after
he,is,after
he,sat,after
she,could,after
he,said,after
he,never,after
she,said,after
she,said,after
he,had,after
he,was,after
she,had,after
she,was,after
she,asked,after
he,told,after
he,was,after
he,said,after
he,said,after
he,made,after
she,said,after
he,did,after
he,was,after
he,said,after
he,received,after
he,said,after
he,only,after
she,said,after
she,added,after
she,was,after
he,was,after
she,told,after
she,said,after
she,wondered,after
she,eventually,after
he,suggested,after
she,added,after
she,had,after
she,knew,after
she,said,after
she,added,after
he,was,after
he,added,after
she,had,after
she,said,after
he,was,after
she,hoped,after
she,said,after
she,said,after
she,spots,after
she,rings,after
she,told,after
she,s,after
she,really,after
he,says,after
he,describes,after
he,adds,after
she,says,after
she,isnt,after
she,says,after
she,is,after
he,says,after
he,adds,after
she,says,after
she,added,after
she,said,after
she,testified,after
she,claimed,after
he,sexually,after
he,wished,after
he,had,after
he,added,after
she,made,after
she,never,after
she,said,after
she,wrote,after
she,said,after
he,called,after
she,s,after
he,said,after
he,needs,after
she,is,after
he,was,after
he,assumed,after
he,assumed,after
he,sexually,after
she,asked,after
she,said,after
she,claimed,after
he,said,after
she,replied,after
he,repeated,after
she,would,after
she,didnt,after
she,said,after
he,added,after
she,started,after
he,said,after
she,said,after
she,had,after
she,would,after
she,rejected,after
she,also,after
she,was,after
he,was,after
he,would,after
she,s,after
she,consented,after
he,has,after
she,said,after
she,believes,after
she,was,after
he,had,after
she,afford,after
he,criticised,after
he,says,after
he,said,after
he,s,after
he,was,after
he,was,after
he,did,after
he,did,after
he,added,after
she,said,after
he,was,after
he,denies,after
she,had,after
she,said,after
he,was,after
she,was,after
he,assaulted,after
she,said,after
she,cited,after
he,said,after
she,said,after
she,had,after
she,said,after
she,added,after
she,believed,after
she,said,after
he,was,after
he,was,after
he,said,after
he,stands,after
he,stands,after
she,wanted,after
she,said,after
she,was,after
she,also,after
she,advises,after
she,feels,after
he,said,after
she,brings,after
she,said,after
she,too,after
she,said,after
he,used,after
she,said,after
he,has,after
she,said,after
he,wanted,after
he,faces,after
she,asked,after
he,was,after
he,has,after
he,has,after
he,expects,after
she,was,after
she,might,after
he,said,after
he,added,after
he,had,after
she,was,after
she,was,after
she,had,after
she,had,after
she,added,after
she,became,after
she,struggles,after
she,responded,after
he,gave,after
he,said,after
he,had,after
she,was,after
she,was,after
he,touches,after
he,dies,after
he,s,after
he,started,after
he,was,after
he,got,after
he,was,after
she,was,after
he,cornered,after
she,just,after
she,told,after
she,didnt,after
she,just,after
she,told,after
she,has,after
she,was,after
she,s,after
she,said,after
she,has,after
she,couldnt,after
he,asks,after
he,said,after
she,fully,after
she,denied,after
she,wrote,after
she,knew,after
she,inherited,after
she,said,after
she,had,after
she,was,after
she,never,after
she,said,after
she,welcomed,after
she,says,after
she,said,after
she,pointed,after
she,will,after
she,said,after
she,was,after
he,denied,after
she,had,after
she,named,after
she,had,after
she,said,after
she,had,after
she,fought,after
she,named,after
he,denied,after
she,did,after
she,had,after
she,was,after
she,never,after
she,said,after
she,spoke,after
she,added,after
he,began,after
he,had,after
he,was,after
he,used,after
she,rejected,after
he,was,after
he,boasted,after
he,ll,after
he,wants,after
she,was,after
she,has,after
he,was,after
he,is,after
she,said,after
she,tried,after
she,claimed,after
he,depu,after
he,called,after
he,was,after
he,is,after
he,was,after
he,tweeted,after
he,was,after
he,should,after
she,said,after
she,was,after
she,said,after
she,was,after
she,seemed,after
she,had,after
she,went,after
she,was,after
she,said,after
he,was,after
he,feared,after
he,had,after
he,had,after
he,said,after
he,said,after
she,had,after
he,denies,after
she,had,after
she,said,after
she,did,after
she,told,after
she,was,after
he,made,after
she,had,after
he,was,after
he,was,after
he,also,after
he,was,after
he,actually,after
she,deserves,after
he,was,after
she,says,after
she,was,after
she,admitted,after
she,was,after
he,denied,after
he,has,after
he,too,after
he,has,after
he,was,after
he,d,after
she,broke,after
she,says,after
she,had,after
she,told,after
she,says,after
she,can,after
she,was,after
she,says,after
she,stepped,after
she,says,after
he,was,after
he,denied,after
she,has,after
she,says,after
he,knew,after
he,made,after
he,denies,after
he,knew,after
he,had,after
he,had,after
he,added,after
he,has,after
she,was,after
she,learned,after
he,was,after
he,absolutely,after
he,acted,after
he,said,after
she,waved,after
she,would,after
he,hit,after
she,died,after
he,s,after
she,is,after
he,would,after
he,vacillated,after
she,was,after
she,had,after
he,said,after
he,did,after
he,had,after
she,has,after
he,did,after
he,just,after
he,writes,after
he,will,after
he,also,after
he,won,after
he,said,after
he,showed,after
he,said,after
she,is,after
she,will,after
she,is,after
she,was,after
he,categorically,after
he,would,after
she,made,after
she,accused,after
he,raped,after
he,was,after
he,responded,after
he,called,after
he,wrote,after
she,asked,after
she,was,after
he,said,after
he,told,after
he,first,after
she,said,after
he,was,after
he,said,after
he,said,after
he,strides,after
he,tells,after
he,says,after
he,says,after
he,says,after
he,says,after
he,adds,after
she,wearing,after
she,is,after
she,says,after
she,says,after
he,says,after
he,has,after
he,says,after
he,welcomes,after
he,says,after
he,says,after
he,was,after
he,says,after
she,says,after
she,points,after
she,says,after
he,insists,after
he,says,after
he,said,after
she,recalls,after
he,said,after
she,said,after
she,pointed,after
she,confirmed,after
she,had,after
she,said,after
he,is,after
she,criticized,after
she,uses,after
she,simply,after
she,wrote,after
she,believes,after
she,added,after
she,said,after
he,is,after
he,likens,after
he,said,after
she,told,after
she,says,after
she,has,after
he,was,after
he,was,after
she,fled,after
she,said,after
he,said,after
he,said,after
she,plans,after
she,was,after
she,links,after
she,said,after
he,entered,after
she,was,after
she,said,after
she,was,after
she,says,after
she,accepted,after
she,had,after
she,did,after
she,found,after
she,did,after
she,said,after
she,said,after
she,played,after
she,says,after
she,lives,after
she,called,after
he,could,after
she,was,after
she,said,after
she,hopes,after
she,said,after
he,ever,after
she,added,after
he,had,after
he,was,after
she,learned,after
he,was,after
she,had,after
she,was,after
she,said,after
she,said,after
she,also,after
she,was,after
he,was,after
he,was,after
she,revealed,after
she,also,after
she,was,after
he,followed,after
he,told,after
he,put,after
he,then,after
she,left,after
she,added,after
she,has,after
she,said,after
he,tried,after
she,made,after
she,then,after
she,posed,after
she,was,after
she,wrote,after
she,was,after
she,previously,after
she,said,after
she,continued,after
he,s,after
she,was,after
she,may,after
he,heard,after
she,managed,after
she,s,after
she,s,after
she,has,after
she,might,after
he,said,after
he,continued,after
she,was,after
he,showed,after
he,tries,after
he,dismissed,after
he,had,after
she,worked,after
he,found,after
she,is,after
she,would,after
she,had,after
she,couldnt,after
he,be,after
she,faced,after
she,had,after
she,said,after
he,has,after
she,had,after
she,said,after
she,shared,after
she,has,after
she,said,after
she,was,after
she,said,after
she,was,after
she,told,after
she,praised,after
she,said,after
he,admitted,after
he,did,after
he,has,after
he,apologised,after
he,apologised,after
he,added,after
she,wants,after
he,experienced,after
he,was,after
he,had,after
he,disclosed,after
he,received,after
he,has,after
he,told,after
he,disclosed,after
she,said,after
he,was,after
he,looks,after
she,was,after
she,refused,after
she,knew,after
she,gradually,after
she,had,after
she,was,after
he,told,after
she,thought,after
she,read,after
she,decided,after
she,now,after
she,said,after
he,denied,after
he,had,after
he,will,after
she,said,after
she,decided,after
she,focused,after
she,says,after
she,says,after
she,has,after
she,is,after
she,was,after
she,feared,after
she,was,after
she,said,after
she,says,after
she,posted,after
she,said,after
she,would,after
she,would,after
she,feels,after
she,said,after
she,s,after
she,will,after
she,has,after
she,says,after
she,adds,after
she,is,after
she,speaks,after
he,is,after
he,was,after
he,would,after
he,said,after
he,probably,after
he,is,after
he,said,after
she,says,after
she,agreed,after
she,was,after
she,didnt,after
she,said,after
she,said,after
he,had,after
he,had,after
he,was,after
he,said,after
she,believes,after
she,d,after
he,s,after
he,fundamentally,after
he,expected,after
he,has,after
he,made,after
